method,row_idx,col_idx,avg_forward,avg_backward,delta_avg,ratio_avg,std_forward,std_backward,n_valid_forward,n_valid_backward,delta_n_valid
raw_three_sigma,0,1,103776964.38686843,239199214.67491132,135422250.2880429,2.304935551816726,44410662.48601801,56933266.557421446,244309,251369,7060
raw_three_sigma,0,4,36467663.63520068,36244516.94532651,-223146.6898741722,0.9938809710403609,12716137.77171544,12765335.06995884,255030,255198,168
raw_three_sigma,0,5,48700057.23950462,186082926.60752907,137382869.36802447,3.8210001621226413,18247981.130739473,30463309.367491648,250498,259388,8890
raw_three_sigma,0,9,311266356.6510433,796869733.6450185,485603376.99397516,2.5600895073230765,41452745.52615134,40164439.685631715,260532,259442,-1090
raw_three_sigma,0,10,323394627.0661345,413612814.15652287,90218187.09038836,1.2789724365826853,54001597.13307856,49321731.03584074,255840,258144,2304
raw_three_sigma,0,11,107940722.64162537,401211279.01145566,293270556.36983025,3.7169593568825694,25673454.396585427,50998590.68738048,253024,259979,6955
raw_three_sigma,0,16,52606324.58402642,45087368.55129418,-7518956.032732241,0.857071253462643,19750576.277782064,16864571.80292774,257219,255736,-1483
raw_three_sigma,0,19,75126926.54363431,64480964.07935267,-10645962.464281641,0.8582936511039303,26983350.114301596,20949717.183881663,251979,250862,-1117
raw_three_sigma,0,20,453918316.6640968,570033400.9100715,116115084.24597472,1.2558061219016654,67850040.63959137,274411962.40394616,245819,1534,-244285
raw_three_sigma,1,0,37301913.75980776,37382587.761686906,80674.00187914819,1.0021627309096959,5970189.06424329,5934563.987118001,259261,259328,67
raw_three_sigma,1,1,132507015.33354323,67605183.73312481,-64901831.60041842,0.5102007887125884,31346770.41112509,24211581.030332033,251697,244702,-6995
raw_three_sigma,1,9,595691153.5909961,678086623.7961329,82395470.20513678,1.1383191100093284,275702073.4638554,261195582.7540163,5319,42121,36802
raw_three_sigma,1,10,36355739.09423528,37215112.10671898,859373.0124837011,1.0236378914002044,7859212.507599972,8019453.032286879,258198,258819,621
raw_three_sigma,1,11,62076784.08358706,48823003.50238788,-13253780.581199177,0.7864937628960802,16406244.878171066,15021981.878975162,254331,250381,-3950
raw_three_sigma,1,19,38960526.045917146,40594460.80122826,1633934.7553111166,1.0419382108287099,10843438.691617655,11673374.382183064,255743,255055,-688
raw_three_sigma,1,20,32738357.305887967,32736166.050454453,-2191.2554335147142,0.9999330676425503,5576872.546773189,5579541.904149814,258242,258118,-124
raw_three_sigma,2,13,126327691.34157813,130275678.22022796,3947986.878649831,1.0312519514662455,49866835.32697926,49112236.26203064,245571,244554,-1017
raw_three_sigma,4,0,474459606.11869806,63766941.90028404,-410692664.218414,0.13439909547185167,56771064.35343017,24754363.71869063,257769,248448,-9321
raw_three_sigma,4,4,579561317.4191424,175917142.05939817,-403644175.3597442,0.30353499581852494,86839633.46281262,59348983.19188386,258496,247986,-10510
raw_three_sigma,4,15,33925699.58209341,34022076.925032414,96377.3429390043,1.002840835830247,5874904.776375037,5794598.471670484,257319,257147,-172
raw_three_sigma,4,16,117277331.04699977,176479495.25264904,59202164.20564927,1.5048048388986919,36470138.60436531,37385812.770371504,250327,252630,2303
raw_three_sigma,5,0,195782657.21818802,446090640.37453973,250307983.15635172,2.2784992639945556,66139233.75354355,80254546.47678769,250043,256571,6528
raw_three_sigma,5,4,520251138.0110458,108098992.60390237,-412152145.4071435,0.20778232800637766,51834175.859192014,47417111.87669702,258077,244624,-13453
raw_three_sigma,5,5,173537903.66528165,632385743.43312,458847839.76783836,3.6440784985674366,54880933.357855484,247790369.61740246,246182,7875,-238307
raw_three_sigma,5,9,117716276.07010193,92148352.88240701,-25567923.187694922,0.7828004415254454,44840354.27253984,35946852.510197915,252411,247142,-5269
raw_three_sigma,5,10,66917927.35271038,59885321.508291714,-7032605.844418667,0.8949069984288175,27621834.42295719,20307921.562826775,253975,252484,-1491
raw_three_sigma,5,11,68879354.16409244,45105989.64723351,-23773364.516858928,0.6548550025567422,20407425.205710724,17326189.774444256,257815,249217,-8598
raw_three_sigma,5,15,62584242.02224527,45376407.24326102,-17207834.778984256,0.725045247446349,15705456.406056168,15887859.30174199,256189,253493,-2696
raw_three_sigma,5,16,50631763.78347209,39476532.689152084,-11155231.094320007,0.7796791922551699,14499527.009923445,12640726.622987872,256613,255027,-1586
raw_three_sigma,5,20,44505696.51592544,44009321.856733635,-496374.65919180214,0.9888469409974477,13030539.82336686,13102091.205079192,255095,254232,-863
raw_three_sigma,6,2,145392162.0176723,722811158.0420609,577418996.0243886,4.971458901300359,68954330.08130392,95605428.71809919,238853,253303,14450
raw_three_sigma,6,20,718657548.6440941,530722057.7984967,-187935490.8455974,0.7384908970897486,146824592.05620506,266456175.5111728,243019,361,-242658
raw_three_sigma,7,7,290710781.0453996,370717333.630801,80006552.58540142,1.2752101325506293,89755262.54847987,100709064.59687555,244078,239929,-4149
raw_three_sigma,7,13,565565857.287144,199523399.54209745,-366042457.7450465,0.35278543952273494,75393591.59741698,43848504.64747707,247720,240701,-7019
raw_three_sigma,9,0,139683270.00498435,453728113.79328686,314044843.78830254,3.248263831288431,50138418.26116988,81536709.68122204,244987,252221,7234
raw_three_sigma,9,1,57622624.23892544,46568947.054664716,-11053677.184260726,0.8081712290917548,20213733.02882395,19469862.893695436,253782,252427,-1355
raw_three_sigma,9,5,38440898.032343775,47093470.59882953,8652572.566485755,1.2250876802931494,9242435.829576833,8986539.996062784,256796,256821,25
raw_three_sigma,9,9,41588585.25071086,38243411.44121071,-3345173.8095001504,0.91956509726565,12255440.306555748,11483537.056185814,258209,256839,-1370
raw_three_sigma,9,10,60491434.5846449,120699192.62562415,60207758.04097925,1.9953104675791957,24941131.00075933,28690600.127574906,247894,254467,6573
raw_three_sigma,9,15,146077790.1805674,51646442.55974566,-94431347.62082174,0.35355438014160306,28756101.683277365,22617767.56362831,253197,245352,-7845
raw_three_sigma,9,19,35093413.07188831,46530192.270650886,11436779.198762573,1.325895323299974,10570095.145420782,15763904.177064238,249806,253242,3436
raw_three_sigma,9,20,52979451.456855,56362164.746117756,3382713.2892627567,1.0638495340409015,15827870.733461387,16183960.240601066,252114,252263,149
raw_three_sigma,10,0,752486658.5294412,532387621.7580206,-220099036.77142066,0.7075043998766003,63860912.69170643,71454291.91110222,255232,257268,2036
raw_three_sigma,10,1,226627279.59397385,527835598.62036383,301208319.02638996,2.3290911825179905,56270422.92105799,74830662.04283535,250127,256840,6713
raw_three_sigma,10,5,32913218.05803384,33310261.022534877,397042.9645010382,1.0120633285934229,5399302.219610422,5879233.019627003,257233,256959,-274
raw_three_sigma,10,10,432506801.6195948,143140396.9667018,-289366404.652893,0.33095525071672494,68233944.37940215,45429885.23759165,254026,243956,-10070
raw_three_sigma,10,15,32676133.9802637,32664869.32457887,-11264.655684828758,0.9996552635115392,4768008.0166080985,4745672.5102193635,257899,257900,1
raw_three_sigma,10,19,57929116.56986734,45598391.70616827,-12330724.863699071,0.7871411546760395,17871507.407609038,15442167.649690617,251771,249292,-2479
raw_three_sigma,10,20,35717452.36693753,46051576.72105933,10334124.354121797,1.2893298281175214,9886844.992854157,11002304.574816868,257889,257578,-311
raw_three_sigma,11,0,77613183.8064332,289715884.51894635,212102700.71251315,3.7328179351783324,31638150.80282729,43982328.73079575,249609,255923,6314
raw_three_sigma,11,1,43708876.34145367,36378036.04410803,-7330840.297345638,0.8322802846708498,6847133.941567788,6756261.644647407,258378,258017,-361
raw_three_sigma,11,5,625086562.6835188,290811106.8938819,-334275455.78963685,0.465233336076558,105640878.5008007,88718064.27762432,254261,247805,-6456
raw_three_sigma,11,10,142698539.74029702,143208769.97496876,510230.2346717417,1.0035755813311078,36041395.03572902,46377726.19158133,252704,253692,988
raw_three_sigma,11,11,54424505.57410396,52524717.834247746,-1899787.7398562133,0.9650931557426925,23867783.856891308,22028618.089795765,245379,245043,-336
raw_three_sigma,11,15,636268658.3022925,267486342.37241703,-368782315.92987543,0.42039842585698095,106908993.64052925,84874173.54470636,253367,242673,-10694
raw_three_sigma,11,19,802152875.5183407,192230822.09766412,-609922053.4206766,0.23964362400801353,88945994.72448426,50942205.46965873,255318,245673,-9645
raw_three_sigma,13,2,545913418.3905231,723495051.0309051,177581632.64038205,1.3252926685039783,89026076.85338254,105368808.31870915,249714,252218,2504
raw_three_sigma,13,7,376875578.2029271,127710529.176889,-249165049.0260381,0.338866555869332,37666351.67887263,29515438.89956941,258425,254984,-3441
raw_three_sigma,13,13,36208861.53406729,37444475.86718615,1235614.3331188634,1.034124639128914,6911790.832946463,7175510.257673444,258263,258320,57
raw_three_sigma,13,18,217216988.4227096,77312653.45348346,-139904334.96922615,0.3559236043869236,39212395.24495986,34294823.73357436,257790,247736,-10054
raw_three_sigma,15,0,57040982.48610256,67337411.06776689,10296428.581664331,1.1805093133550593,24984368.046286758,28989129.917566918,247501,250067,2566
raw_three_sigma,15,4,45736034.42491423,47727514.168723926,1991479.7438096926,1.043542903726801,14687482.101541901,14209864.138667816,253729,255428,1699
raw_three_sigma,15,5,66007119.49120054,65674560.372084014,-332559.1191165224,0.9949617689473503,28786134.21481884,28815815.440359168,248583,249127,544
raw_three_sigma,15,9,709696455.535179,456757987.07436615,-252938468.46081287,0.6435962636024819,121064993.74326937,112737232.49276763,244916,244446,-470
raw_three_sigma,15,10,36972866.985631794,36959363.16651287,-13503.819118924439,0.9996347640791781,6748945.881743138,6808242.29125562,257892,258049,157
raw_three_sigma,15,11,45374715.6282472,43611131.53343816,-1763584.0948090404,0.9611328893109106,11453364.81334332,11101452.018113496,258122,257934,-188
raw_three_sigma,15,15,40312029.11146064,40444609.44617006,132580.3347094208,1.0032888529213662,7223768.28748842,7339069.670761307,259058,259024,-34
raw_three_sigma,15,16,69473308.02950902,151741885.5050474,82268577.47553839,2.184175330194361,24429086.471153684,26378510.848027963,251898,258880,6982
raw_three_sigma,15,20,35013818.94400658,34722867.46630488,-290951.4777016938,0.9916903814986027,8322503.773415462,8546562.77952143,252481,252286,-195
raw_three_sigma,16,0,227260018.2017807,226034558.29890844,-1225459.9028722644,0.9946076748890155,61764551.207863756,64114485.079741515,252135,246961,-5174
raw_three_sigma,16,5,101235246.64620142,57954412.09972398,-43280834.54647744,0.5724726715218466,25783081.82619051,21834956.622130934,252920,246863,-6057
raw_three_sigma,16,16,27982833.404119328,27852413.74047285,-130419.6636464782,0.9953392974269976,7738490.489328097,7705075.334659219,255974,256556,582
raw_three_sigma,18,7,54146308.21813052,62084593.37402375,7938285.155893229,1.1466080591111316,28127863.643747073,27690329.328826673,249838,252042,2204
raw_three_sigma,18,13,35428440.04756242,34671019.51298699,-757420.5345754325,0.9786211153085318,10402416.742143394,11201773.447739216,252214,253107,893
raw_three_sigma,19,1,937468343.9639053,170306447.75259504,-767161896.2113103,0.18166634516157296,37515568.30021376,35748859.86246846,381,257268,256887
raw_three_sigma,19,10,421187721.4926952,288162803.6342777,-133024917.85841751,0.684167151437902,97796059.45396887,85482232.82482333,250296,250027,-269
raw_three_sigma,19,11,256447359.72729406,98190508.14780223,-158256851.57949182,0.3828875768197339,55063282.47621009,48823401.26299693,256557,247698,-8859
raw_three_sigma,19,19,82338056.65619476,89357035.95989208,7018979.303697318,1.08524587036351,25620575.327785067,24362216.760000665,247080,248030,950
raw_three_sigma,19,20,285955548.0454666,368976048.44537646,83020500.39990985,1.290326594351335,66653251.634907916,72635087.35257609,251956,255515,3559
raw_three_sigma,20,1,743134357.7760856,724200302.264918,-18934055.511167645,0.9745213563159293,227069720.33651343,239989527.84070024,72608,33978,-38630
raw_three_sigma,20,4,183623037.94218466,721652167.2984515,538029129.3562669,3.9300742182779382,65776013.092443146,250877605.34746906,244278,10881,-233397
raw_three_sigma,20,5,63542317.58196925,370879650.919391,307337333.3374217,5.836734715269996,19090757.039473448,49168393.12962007,244875,256459,11584
raw_three_sigma,20,9,59998484.76945331,743810607.4629864,683812122.6935331,12.397156533554302,30754781.569538053,232182554.75560957,248088,5027,-243061
raw_three_sigma,20,15,44693632.900508545,45844984.33750628,1151351.436997734,1.025760972252149,15987173.488405846,16801668.677855354,251878,251223,-655
raw_three_sigma,20,16,35711850.2199403,112987574.67719457,77275724.45725426,3.1638678472644943,9446878.583554644,9889463.065735178,257586,258314,728
raw_three_sigma,20,19,34952815.6242218,34990724.371026635,37908.74680483341,1.0010845691864252,4955200.673275011,4964647.34066875,259694,259637,-57
raw_three_sigma,20,20,43128475.490625836,43686030.67946691,557555.1888410747,1.0129277741097586,13812160.660220796,14184341.467407564,250288,250668,380
