source_file,method,avg_value,std_value,n_valid,units,avg_baseline,std_baseline,n_valid_baseline,delta_avg,delta_std,delta_n_valid
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001001-5.00x5.00-Modulus_Backward-251020-CRO_70406af4.tiff,raw_minmax,218471673.51044297,39448673.3884625,254447,kPa,219606233.12040418,81439532.04843561,254447,-1134559.6099612117,-41990858.659973115,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001001-5.00x5.00-Modulus_Backward-251020-CRO_70406af4.tiff,raw_three_sigma,217882107.51225337,34740951.50972621,254191,kPa,219606233.12040418,81439532.04843561,254447,-1724125.60815081,-46698580.5387094,-256
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO_7bbf51d1.tiff,gwy_ops_py_stats,38636207.76356273,22975495.25453329,260116,kPa,38665880.4842709,23680059.89118217,260116,-29672.720708169043,-704564.6366488785,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO_7bbf51d1.tiff,raw_chauvenet,37278742.34422141,16051018.247042544,258076,kPa,38665880.4842709,23680059.89118217,260116,-1387138.1400494874,-7629041.644139625,-2040
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO_7bbf51d1.tiff,raw_minmax,38636207.76356273,22975495.25453329,260116,kPa,38665880.4842709,23680059.89118217,260116,-29672.720708169043,-704564.6366488785,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO_7bbf51d1.tiff,raw_three_sigma,36244516.94532651,12765335.06995884,255198,kPa,38665880.4842709,23680059.89118217,260116,-2421363.5389443934,-10914724.82122333,-4918
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO_f4227f94.tiff,gwy_ops_py_stats,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO_f4227f94.tiff,raw_chauvenet,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO_f4227f94.tiff,raw_minmax,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO_f4227f94.tiff,raw_three_sigma,186082926.60752907,30463309.367491648,259388,kPa,190172115.17819604,132557351.94491833,259388,-4089188.570666969,-102094042.57742669,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001010-5.00x5.00-Modulus_Backward-251022-CRO_db9df3ac.tiff,gwy_ops_py_stats,37934747.39273658,11872192.642251771,261824,kPa,37934747.39273153,11872192.642251823,261824,5.044043064117432e-06,-5.21540641784668e-08,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001010-5.00x5.00-Modulus_Backward-251022-CRO_db9df3ac.tiff,raw_chauvenet,37148620.8797951,7314021.574124016,259540,kPa,37934747.39273153,11872192.642251823,261824,-786126.5129364356,-4558171.068127807,-2284
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001010-5.00x5.00-Modulus_Backward-251022-CRO_db9df3ac.tiff,raw_minmax,37934747.39273658,11872192.642251771,261824,kPa,37934747.39273153,11872192.642251823,261824,5.044043064117432e-06,-5.21540641784668e-08,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001010-5.00x5.00-Modulus_Backward-251022-CRO_db9df3ac.tiff,raw_three_sigma,36763163.37648318,5921058.5389062,257262,kPa,37934747.39273153,11872192.642251823,261824,-1171584.0162483528,-5951134.103345623,-4562
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO_c131d681.tiff,gwy_ops_py_stats,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO_c131d681.tiff,raw_chauvenet,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO_c131d681.tiff,raw_minmax,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO_c131d681.tiff,raw_three_sigma,796869733.6450185,40164439.685631715,259442,kPa,799152334.5658671,51919423.70674996,259442,-2282600.920848608,-11754984.021118246,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO_e03beb00.tiff,gwy_ops_py_stats,413907672.92534906,56019502.21945955,259236,kPa,414826761.0015459,65546866.879461706,259236,-919088.0761968493,-9527364.660002157,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO_e03beb00.tiff,raw_chauvenet,413809554.9177417,55526897.99985197,259191,kPa,414826761.0015459,65546866.879461706,259236,-1017206.0838041902,-10019968.879609734,-45
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO_e03beb00.tiff,raw_minmax,413907672.92534906,56019502.21945955,259236,kPa,414826761.0015459,65546866.879461706,259236,-919088.0761968493,-9527364.660002157,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO_e03beb00.tiff,raw_three_sigma,413612814.15652287,49321731.03584074,258144,kPa,414826761.0015459,65546866.879461706,259236,-1213946.845023036,-16225135.843620963,-1092
PEGDA01TPO000SiNP_Sam01_S1_P__GrID007_LOC_RC001012-5.00x5.00-Modulus_Backward-251027-CRO_f614ff0f.tiff,gwy_ops_py_stats,401211279.01145566,50998590.68738048,259979,kPa,402077019.8471838,60786257.82286129,259979,-865740.8357281685,-9787667.135480814,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID007_LOC_RC001012-5.00x5.00-Modulus_Backward-251027-CRO_f614ff0f.tiff,raw_chauvenet,401211279.01145566,50998590.68738048,259979,kPa,402077019.8471838,60786257.82286129,259979,-865740.8357281685,-9787667.135480814,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID007_LOC_RC001012-5.00x5.00-Modulus_Backward-251027-CRO_f614ff0f.tiff,raw_minmax,401211279.01145566,50998590.68738048,259979,kPa,402077019.8471838,60786257.82286129,259979,-865740.8357281685,-9787667.135480814,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID007_LOC_RC001012-5.00x5.00-Modulus_Backward-251027-CRO_f614ff0f.tiff,raw_three_sigma,401211279.01145566,50998590.68738048,259979,kPa,402077019.8471838,60786257.82286129,259979,-865740.8357281685,-9787667.135480814,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID008_LOC_RC001016-5.00x5.00-Modulus_Backward-251027-CRO_132e35ef.tiff,gwy_ops_py_stats,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID008_LOC_RC001016-5.00x5.00-Modulus_Backward-251027-CRO_132e35ef.tiff,raw_chauvenet,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID008_LOC_RC001016-5.00x5.00-Modulus_Backward-251027-CRO_132e35ef.tiff,raw_minmax,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID008_LOC_RC001016-5.00x5.00-Modulus_Backward-251027-CRO_132e35ef.tiff,raw_three_sigma,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID009_LOC_RC001017-5.00x5.00-Modulus_Backward-251027-CRO_b6d95952.tiff,gwy_ops_py_stats,46446726.72593707,27511012.13896057,256933,kPa,46584977.063463815,33415876.239848003,256933,-138250.3375267461,-5904864.100887433,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID009_LOC_RC001017-5.00x5.00-Modulus_Backward-251027-CRO_b6d95952.tiff,raw_chauvenet,45571062.72895678,19606354.704061043,256340,kPa,46584977.063463815,33415876.239848003,256933,-1013914.3345070332,-13809521.53578696,-593
PEGDA01TPO000SiNP_Sam01_S1_P__GrID009_LOC_RC001017-5.00x5.00-Modulus_Backward-251027-CRO_b6d95952.tiff,raw_minmax,46446726.72593707,27511012.13896057,256933,kPa,46584977.063463815,33415876.239848003,256933,-138250.3375267461,-5904864.100887433,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID009_LOC_RC001017-5.00x5.00-Modulus_Backward-251027-CRO_b6d95952.tiff,raw_three_sigma,45087368.55129418,16864571.80292774,255736,kPa,46584977.063463815,33415876.239848003,256933,-1497608.5121696368,-16551304.436920263,-1197
PEGDA01TPO000SiNP_Sam01_S1_P__GrID010_LOC_RC001020-5.00x5.00-Modulus_Backward-251027-CRO_5ee6b084.tiff,gwy_ops_py_stats,66437416.15828072,32192741.154194128,252892,kPa,66715122.77253098,38351986.95138783,252892,-277706.6142502576,-6159245.797193702,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID010_LOC_RC001020-5.00x5.00-Modulus_Backward-251027-CRO_5ee6b084.tiff,raw_chauvenet,65322859.00451568,24170639.527571905,252090,kPa,66715122.77253098,38351986.95138783,252892,-1392263.7680153027,-14181347.423815925,-802
PEGDA01TPO000SiNP_Sam01_S1_P__GrID010_LOC_RC001020-5.00x5.00-Modulus_Backward-251027-CRO_5ee6b084.tiff,raw_minmax,66437416.15828072,32192741.154194128,252892,kPa,66715122.77253098,38351986.95138783,252892,-277706.6142502576,-6159245.797193702,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID010_LOC_RC001020-5.00x5.00-Modulus_Backward-251027-CRO_5ee6b084.tiff,raw_three_sigma,64480964.07935267,20949717.183881663,250862,kPa,66715122.77253098,38351986.95138783,252892,-2234158.693178311,-17402269.767506167,-2030
PEGDA01TPO000SiNP_Sam01_S1_P__GrID011_LOC_RC001021-5.00x5.00-Modulus_Backward-251027-CRO_1a1d5848.tiff,gwy_ops_py_stats,570033400.9100715,274411962.40394616,1534,kPa,2756309485.349634,499955774.57489794,1534,-2186276084.439563,-225543812.17095178,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID011_LOC_RC001021-5.00x5.00-Modulus_Backward-251027-CRO_1a1d5848.tiff,raw_chauvenet,570033400.9100715,274411962.40394616,1534,kPa,2756309485.349634,499955774.57489794,1534,-2186276084.439563,-225543812.17095178,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID011_LOC_RC001021-5.00x5.00-Modulus_Backward-251027-CRO_1a1d5848.tiff,raw_minmax,570033400.9100715,274411962.40394616,1534,kPa,2756309485.349634,499955774.57489794,1534,-2186276084.439563,-225543812.17095178,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID011_LOC_RC001021-5.00x5.00-Modulus_Backward-251027-CRO_1a1d5848.tiff,raw_three_sigma,570033400.9100715,274411962.40394616,1534,kPa,2756309485.349634,499955774.57489794,1534,-2186276084.439563,-225543812.17095178,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID012_LOC_RC002001-5.00x5.00-Modulus_Backward-251028-CRO_f9f6e61c.tiff,gwy_ops_py_stats,37864292.9650147,8514277.238804882,262142,kPa,37864292.965015434,8514277.238804698,262142,-7.301568984985352e-07,1.8440186977386475e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID012_LOC_RC002001-5.00x5.00-Modulus_Backward-251028-CRO_f9f6e61c.tiff,raw_chauvenet,37548540.477793634,6458884.344050069,261012,kPa,37864292.965015434,8514277.238804698,262142,-315752.4872217998,-2055392.8947546287,-1130
PEGDA01TPO000SiNP_Sam01_S1_P__GrID012_LOC_RC002001-5.00x5.00-Modulus_Backward-251028-CRO_f9f6e61c.tiff,raw_minmax,37864292.9650147,8514277.238804882,262142,kPa,37864292.965015434,8514277.238804698,262142,-7.301568984985352e-07,1.8440186977386475e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID012_LOC_RC002001-5.00x5.00-Modulus_Backward-251028-CRO_f9f6e61c.tiff,raw_three_sigma,37382587.761686906,5934563.987118001,259328,kPa,37864292.965015434,8514277.238804698,262142,-481705.2033285275,-2579713.251686697,-2814
PEGDA01TPO000SiNP_Sam01_S1_P__GrID013_LOC_RC002002-5.00x5.00-Modulus_Backward-251028-CRO_b5c1a689.tiff,gwy_ops_py_stats,69020025.41359068,35867391.277729966,245494,kPa,69247803.52144204,40859043.88024975,245494,-227778.10785135627,-4991652.602519788,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID013_LOC_RC002002-5.00x5.00-Modulus_Backward-251028-CRO_b5c1a689.tiff,raw_chauvenet,68268783.94574115,28433257.308057837,245194,kPa,69247803.52144204,40859043.88024975,245494,-979019.575700894,-12425786.572191916,-300
PEGDA01TPO000SiNP_Sam01_S1_P__GrID013_LOC_RC002002-5.00x5.00-Modulus_Backward-251028-CRO_b5c1a689.tiff,raw_minmax,69020025.41359068,35867391.277729966,245494,kPa,69247803.52144204,40859043.88024975,245494,-227778.10785135627,-4991652.602519788,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID013_LOC_RC002002-5.00x5.00-Modulus_Backward-251028-CRO_b5c1a689.tiff,raw_three_sigma,67605183.73312481,24211581.030332033,244702,kPa,69247803.52144204,40859043.88024975,245494,-1642619.7883172333,-16647462.849917721,-792
PEGDA01TPO000SiNP_Sam01_S1_P__GrID014_LOC_RC002010-5.00x5.00-Modulus_Backward-251028-CRO_c47e5654.tiff,gwy_ops_py_stats,678086623.7961329,261195582.7540163,42121,kPa,1174970045.3414779,641487426.2698466,42121,-496883421.54534495,-380291843.5158303,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID014_LOC_RC002010-5.00x5.00-Modulus_Backward-251028-CRO_c47e5654.tiff,raw_chauvenet,678086623.7961329,261195582.7540163,42121,kPa,1174970045.3414779,641487426.2698466,42121,-496883421.54534495,-380291843.5158303,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID014_LOC_RC002010-5.00x5.00-Modulus_Backward-251028-CRO_c47e5654.tiff,raw_minmax,678086623.7961329,261195582.7540163,42121,kPa,1174970045.3414779,641487426.2698466,42121,-496883421.54534495,-380291843.5158303,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID014_LOC_RC002010-5.00x5.00-Modulus_Backward-251028-CRO_c47e5654.tiff,raw_three_sigma,678086623.7961329,261195582.7540163,42121,kPa,1174970045.3414779,641487426.2698466,42121,-496883421.54534495,-380291843.5158303,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Backward-251028-CRO_baeefa9a.tiff,gwy_ops_py_stats,37946921.486757405,12287451.02047711,261061,kPa,37946921.48675707,12287451.020476932,261061,3.3527612686157227e-07,1.7881393432617188e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Backward-251028-CRO_baeefa9a.tiff,raw_chauvenet,37515871.995608725,9031042.246023005,260176,kPa,37946921.48675707,12287451.020476932,261061,-431049.4911483452,-3256408.774453927,-885
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Backward-251028-CRO_baeefa9a.tiff,raw_minmax,37946921.486757405,12287451.02047711,261061,kPa,37946921.48675707,12287451.020476932,261061,3.3527612686157227e-07,1.7881393432617188e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Backward-251028-CRO_baeefa9a.tiff,raw_three_sigma,37215112.10671898,8019453.032286879,258819,kPa,37946921.48675707,12287451.020476932,261061,-731809.38003809,-4267997.988190053,-2242
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Backward-251028-CRO_04074076.tiff,gwy_ops_py_stats,50610312.641472965,27171371.343710903,252414,kPa,50729727.336910695,30030187.04421712,252414,-119414.69543772936,-2858815.700506218,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Backward-251028-CRO_04074076.tiff,raw_chauvenet,49337197.441498086,17231258.50398979,251317,kPa,50729727.336910695,30030187.04421712,252414,-1392529.895412609,-12798928.540227331,-1097
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Backward-251028-CRO_04074076.tiff,raw_minmax,50610312.641472965,27171371.343710903,252414,kPa,50729727.336910695,30030187.04421712,252414,-119414.69543772936,-2858815.700506218,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Backward-251028-CRO_04074076.tiff,raw_three_sigma,48823003.50238788,15021981.878975162,250381,kPa,50729727.336910695,30030187.04421712,252414,-1906723.8345228136,-15008205.165241959,-2033
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Backward-251028-CRO_622c386a.tiff,gwy_ops_py_stats,42101011.17684557,18681437.515403036,258588,kPa,42124396.97058869,19605609.48839984,258588,-23385.793743118644,-924171.9729968049,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Backward-251028-CRO_622c386a.tiff,raw_chauvenet,41308884.05236866,13907404.894029597,257326,kPa,42124396.97058869,19605609.48839984,258588,-815512.9182200283,-5698204.594370244,-1262
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Backward-251028-CRO_622c386a.tiff,raw_minmax,42101011.17684557,18681437.515403036,258588,kPa,42124396.97058869,19605609.48839984,258588,-23385.793743118644,-924171.9729968049,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Backward-251028-CRO_622c386a.tiff,raw_three_sigma,40594460.80122826,11673374.382183064,255055,kPa,42124396.97058869,19605609.48839984,258588,-1529936.169360429,-7932235.106216777,-3533
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Backward-251028-CRO_dc455bee.tiff,gwy_ops_py_stats,33306819.168277405,7468969.232504233,262144,kPa,33306819.16827648,7468969.232504184,262144,9.238719940185547e-07,4.842877388000488e-08,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Backward-251028-CRO_dc455bee.tiff,raw_chauvenet,33019636.11102025,6244923.46603747,260697,kPa,33306819.16827648,7468969.232504184,262144,-287183.05725623295,-1224045.7664667144,-1447
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Backward-251028-CRO_dc455bee.tiff,raw_minmax,33306819.168277405,7468969.232504233,262144,kPa,33306819.16827648,7468969.232504184,262144,9.238719940185547e-07,4.842877388000488e-08,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Backward-251028-CRO_dc455bee.tiff,raw_three_sigma,32736166.050454453,5579541.904149814,258118,kPa,33306819.16827648,7468969.232504184,262144,-570653.1178220287,-1889427.3283543708,-4026
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Backward-251028-CRO_1253b746.tiff,gwy_ops_py_stats,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Backward-251028-CRO_1253b746.tiff,raw_chauvenet,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Backward-251028-CRO_1253b746.tiff,raw_minmax,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Backward-251028-CRO_1253b746.tiff,raw_three_sigma,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Backward-251028-CRO_5e8cfd64.tiff,gwy_ops_py_stats,132470466.94421797,61653355.902159914,245421,kPa,133627427.86891407,76245267.74666539,245421,-1156960.9246961027,-14591911.844505474,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Backward-251028-CRO_5e8cfd64.tiff,raw_chauvenet,132109418.20656186,59236332.12775381,245312,kPa,133627427.86891407,76245267.74666539,245421,-1518009.6623522043,-17008935.61891158,-109
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Backward-251028-CRO_5e8cfd64.tiff,raw_minmax,132470466.94421797,61653355.902159914,245421,kPa,133627427.86891407,76245267.74666539,245421,-1156960.9246961027,-14591911.844505474,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Backward-251028-CRO_5e8cfd64.tiff,raw_three_sigma,130275678.22022796,49112236.26203064,244554,kPa,133627427.86891407,76245267.74666539,245421,-3351749.648686111,-27133031.48463475,-867
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Backward-251028-CRO_b62dc46b.tiff,gwy_ops_py_stats,66808738.552984655,42142635.058508135,250852,kPa,67144538.40755445,47321694.244171955,250852,-335799.85456979275,-5179059.185663819,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Backward-251028-CRO_b62dc46b.tiff,raw_chauvenet,65033159.3096277,30017164.270893,249839,kPa,67144538.40755445,47321694.244171955,250852,-2111379.097926751,-17304529.973278955,-1013
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Backward-251028-CRO_b62dc46b.tiff,raw_minmax,66808738.552984655,42142635.058508135,250852,kPa,67144538.40755445,47321694.244171955,250852,-335799.85456979275,-5179059.185663819,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Backward-251028-CRO_b62dc46b.tiff,raw_three_sigma,63766941.90028404,24754363.71869063,248448,kPa,67144538.40755445,47321694.244171955,250852,-3377596.5072704107,-22567330.525481325,-2404
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Backward-251028-CRO_197891c8.tiff,gwy_ops_py_stats,176770301.2278458,63943111.58540424,248307,kPa,178463466.26605657,84884338.66493239,248307,-1693165.0382107794,-20941227.079528145,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Backward-251028-CRO_197891c8.tiff,raw_chauvenet,176770301.2278458,63943111.58540424,248307,kPa,178463466.26605657,84884338.66493239,248307,-1693165.0382107794,-20941227.079528145,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Backward-251028-CRO_197891c8.tiff,raw_minmax,176770301.2278458,63943111.58540424,248307,kPa,178463466.26605657,84884338.66493239,248307,-1693165.0382107794,-20941227.079528145,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Backward-251028-CRO_197891c8.tiff,raw_three_sigma,175917142.05939817,59348983.19188386,247986,kPa,178463466.26605657,84884338.66493239,248307,-2546324.206658393,-25535355.473048523,-321
PEGDA01TPO000SiNP_Sam01_S1_P__GrID023_LOC_RC005006-5.00x5.00-Modulus_Backward-251028-CRO_211fd865.tiff,gwy_ops_py_stats,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID023_LOC_RC005006-5.00x5.00-Modulus_Backward-251028-CRO_211fd865.tiff,raw_chauvenet,,,0,kPa,,,0,,,0
